symbol,date,return,direction,move_type,avg_volume_5d,move_volume,volume_surge_pct,consecutive_increases,volume_trend_pct,avg_return_5d,volume_pattern
ASTX,2025-12-16,-22.17,DOWN,2_day,1739840,1633300,-6.1,2,57.4,-2.78,STEADY_INCREASE
PTIR,2026-01-06,14.15,UP,2_day,3347160,3143400,-6.1,2,179.0,-2.72,STEADY_INCREASE
OKLL,2025-12-15,-12.42,DOWN,single_day,3305080,3101200,-6.2,2,20.1,-8.34,NORMAL
BAIG,2025-12-17,-14.23,DOWN,single_day,423800,397400,-6.2,2,2.9,-5.82,NORMAL
ETHT,2025-12-18,-11.27,DOWN,2_day,1844640,1719400,-6.8,2,-13.2,-6.64,NORMAL
IONL,2025-12-18,-12.84,DOWN,2_day,280880,261700,-6.8,2,52.3,-6.26,STEADY_INCREASE
CRWG,2025-12-18,10.12,UP,single_day,19545700,18209800,-6.8,3,18.2,-14.65,NORMAL
AMDL,2025-12-22,13.85,UP,2_day,7074760,6585800,-6.9,3,36.0,1.58,BUILDING_MOMENTUM
AGQ,2026-01-05,10.8,UP,single_day,9472960,8810800,-7.0,2,-20.0,-4.31,NORMAL
RIOX,2025-12-23,-10.53,DOWN,single_day,302860,281500,-7.1,2,-15.8,3.59,NORMAL
LABX,2025-12-08,17.72,UP,single_day,1215920,1129800,-7.1,2,-50.1,-0.57,NORMAL
CRCG,2025-12-22,14.18,UP,2_day,8463380,7863300,-7.1,1,-27.6,6.85,NORMAL
QBTX,2026-01-06,22.16,UP,2_day,1804640,1676500,-7.1,1,12.4,8.15,NORMAL
CLSX,2025-12-16,-31.18,DOWN,2_day,766820,711100,-7.3,4,86.0,-10.32,BUILDING_MOMENTUM
LABX,2025-12-11,11.39,UP,single_day,779220,719900,-7.6,2,-1.4,4.04,NORMAL
ASTX,2025-12-11,14.53,UP,single_day,1575440,1453900,-7.7,1,-35.8,4.26,NORMAL
QBTX,2025-12-16,15.22,UP,single_day,1075020,992600,-7.7,3,52.9,-8.57,BUILDING_MOMENTUM
BOIL,2026-01-06,-13.47,DOWN,2_day,10968000,10112700,-7.8,3,32.3,-6.99,BUILDING_MOMENTUM
HOOG,2026-01-06,10.87,UP,2_day,253780,233700,-7.9,2,20.7,2.37,NORMAL
SMUP,2025-12-16,-13.53,DOWN,2_day,1275740,1171700,-8.2,2,17.2,-9.73,NORMAL
RGTU,2025-12-26,-17.49,DOWN,single_day,424260,388900,-8.3,1,53.3,4.19,STEADY_INCREASE
METU,2025-12-05,10.49,UP,2_day,4648860,4253200,-8.5,2,120.6,1.05,STEADY_INCREASE
SMCL,2025-12-12,-14.37,DOWN,2_day,1770500,1619400,-8.5,3,-24.1,-1.03,NORMAL
IONX,2025-12-23,10.84,UP,2_day,2199900,2010500,-8.6,2,-0.6,4.44,NORMAL
SMU,2025-12-17,-14.68,DOWN,single_day,1665520,1522600,-8.6,1,13.7,-8.15,NORMAL
WULX,2025-12-29,-14.19,DOWN,2_day,104480,95400,-8.7,1,-58.6,-3.26,NORMAL
SMCL,2025-12-18,-13.94,DOWN,2_day,1687280,1539400,-8.8,2,-7.2,-6.46,NORMAL
HIMZ,2025-12-05,10.83,UP,2_day,4089500,3721700,-9.0,2,50.4,0.4,STEADY_INCREASE
ETHT,2025-12-10,14.26,UP,2_day,1998300,1817900,-9.0,3,-0.9,3.0,NORMAL
CRWG,2025-12-15,-15.82,DOWN,single_day,17841340,16217500,-9.1,3,-7.7,-4.36,NORMAL
CIFU,2026-01-12,12.53,UP,single_day,178040,161573,-9.2,2,-30.4,-4.44,NORMAL
MSTX,2025-12-16,-11.03,DOWN,2_day,43830960,39768200,-9.3,2,-8.6,-7.56,NORMAL
BMNU,2025-12-05,-11.8,DOWN,single_day,41670500,37574800,-9.8,2,3.6,5.0,NORMAL
BOIL,2025-12-15,-12.86,DOWN,2_day,9745080,8789200,-9.8,2,-5.8,-7.07,NORMAL
CRWG,2025-12-05,22.39,UP,2_day,12662320,11418100,-9.8,3,36.1,8.26,BUILDING_MOMENTUM
OKLL,2025-12-26,-10.76,DOWN,single_day,2545560,2293900,-9.9,2,-11.8,2.16,NORMAL
LABX,2026-01-08,-10.83,DOWN,single_day,1275360,1149000,-9.9,3,143.4,0.04,BUILDING_MOMENTUM
MSOX,2025-12-30,10.62,UP,single_day,2447460,2202900,-10.0,2,-66.6,0.02,NORMAL
ROBN,2025-12-15,-13.21,DOWN,2_day,1053480,948200,-10.0,2,74.0,-6.38,STEADY_INCREASE
BMNU,2025-12-16,-20.6,DOWN,2_day,41759480,37506200,-10.2,2,5.8,-11.29,NORMAL
OPEX,2025-12-15,-16.92,DOWN,2_day,286620,256700,-10.4,2,31.0,-3.61,STEADY_INCREASE
CIFU,2025-12-16,-26.44,DOWN,2_day,253420,227000,-10.4,3,27.8,-13.6,BUILDING_MOMENTUM
NVDL,2025-12-19,11.66,UP,2_day,10217880,9153100,-10.4,1,-13.9,-0.27,NORMAL
ORCX,2025-12-17,-10.87,DOWN,single_day,10241960,9170800,-10.5,1,-59.0,-8.12,NORMAL
RGTX,2025-12-17,-11.98,DOWN,single_day,2663840,2382200,-10.6,2,-15.1,-4.31,NORMAL
WULX,2026-01-09,10.43,UP,2_day,173000,154500,-10.7,3,24.5,0.51,BUILDING_MOMENTUM
ASTX,2026-01-09,15.6,UP,single_day,3073800,2745500,-10.7,2,-1.9,4.73,NORMAL
IREX,2026-01-07,-10.08,DOWN,single_day,1406420,1253600,-10.9,4,80.7,9.8,BUILDING_MOMENTUM
RGTX,2025-12-24,-17.44,DOWN,2_day,2958140,2633900,-11.0,2,25.2,5.84,NORMAL
MULL,2025-12-19,13.77,UP,single_day,442260,393600,-11.0,2,87.5,1.7,STEADY_INCREASE
CRDU,2026-01-08,12.7,UP,2_day,792120,705300,-11.0,3,198.5,-1.03,BUILDING_MOMENTUM
BAIG,2025-12-22,28.73,UP,2_day,428660,381700,-11.0,2,9.2,2.56,NORMAL
CRCA,2025-12-22,14.69,UP,2_day,12585340,11177600,-11.2,2,-18.0,6.83,NORMAL
CLSX,2025-12-22,16.56,UP,2_day,1095160,972400,-11.2,2,5.4,0.67,NORMAL
IRE,2025-12-22,10.22,UP,single_day,19209180,17057400,-11.2,1,-45.6,6.44,NORMAL
TEMT,2026-01-02,11.18,UP,single_day,471820,418500,-11.3,1,-12.7,-4.35,NORMAL
PLTG,2025-12-29,-10.23,DOWN,2_day,84480,74900,-11.3,1,-70.5,-1.26,NORMAL
RIOX,2025-12-22,15.14,UP,2_day,329880,292100,-11.5,1,-10.1,3.1,NORMAL
SMCX,2025-12-15,-15.45,DOWN,2_day,2217860,1961800,-11.5,2,10.0,-4.53,NORMAL
QBTX,2025-12-15,-18.61,DOWN,single_day,1150940,1016200,-11.7,3,15.3,-4.18,NORMAL
SOXL,2025-12-15,-15.6,DOWN,2_day,88580520,78218600,-11.7,2,68.4,-3.19,STEADY_INCREASE
JNUG,2025-12-30,-10.61,DOWN,2_day,321820,283700,-11.8,3,-21.6,-2.45,NORMAL
ARMG,2025-12-18,-12.45,DOWN,2_day,175500,154600,-11.9,2,16.8,-8.51,NORMAL
BMNU,2025-12-19,21.23,UP,single_day,48511560,42704600,-12.0,3,-1.5,-9.85,NORMAL
MULL,2025-12-15,-16.19,DOWN,2_day,265480,233200,-12.2,3,34.8,-1.03,BUILDING_MOMENTUM
CLSX,2025-12-05,-17.7,DOWN,single_day,739680,648400,-12.3,2,-26.6,-0.1,NORMAL
PXIU,2025-12-30,-11.98,DOWN,2_day,205620,179900,-12.5,2,-33.1,-4.61,NORMAL
PXIU,2026-01-07,-10.83,DOWN,2_day,382560,334600,-12.5,3,156.3,14.26,BUILDING_MOMENTUM
APPX,2025-12-22,11.18,UP,2_day,327220,286300,-12.5,1,22.3,3.49,NORMAL
RGTU,2026-01-06,15.13,UP,2_day,392420,342500,-12.7,2,8.1,5.56,NORMAL
APLX,2025-12-05,13.21,UP,2_day,230660,200800,-12.9,3,4.2,6.89,NORMAL
XRPT,2026-01-07,-12.4,DOWN,2_day,3254360,2834600,-12.9,4,273.6,10.58,BUILDING_MOMENTUM
HOOX,2025-12-12,-23.45,DOWN,2_day,277100,241100,-13.0,2,14.2,-3.11,NORMAL
DJTU,2025-12-12,-11.52,DOWN,2_day,517720,450200,-13.0,1,-52.5,-1.98,NORMAL
APPX,2025-12-12,-13.01,DOWN,single_day,474320,412100,-13.1,1,26.3,1.92,NORMAL
SMUP,2025-12-29,-19.0,DOWN,2_day,1721600,1496900,-13.1,2,23.4,-3.93,NORMAL
SOXL,2025-12-19,15.86,UP,2_day,106830280,92529100,-13.4,2,-2.0,-1.72,NORMAL
SMUP,2025-12-17,-15.95,DOWN,single_day,1313920,1137200,-13.4,1,5.2,-8.19,NORMAL
CWVX,2025-12-23,-10.58,DOWN,single_day,2384820,2065000,-13.4,2,10.9,11.15,NORMAL
HOOG,2025-12-15,-13.14,DOWN,2_day,287160,248500,-13.5,2,85.4,-6.36,STEADY_INCREASE
OPEX,2025-12-11,-10.16,DOWN,2_day,297320,256700,-13.7,3,21.0,-3.76,BUILDING_MOMENTUM
LCDL,2026-01-05,20.77,UP,2_day,235020,202600,-13.8,2,1.0,-1.16,NORMAL
QPUX,2025-12-16,-10.79,DOWN,2_day,198820,171300,-13.8,3,63.8,-8.56,BUILDING_MOMENTUM
BOIL,2025-12-12,-18.09,DOWN,2_day,11150680,9597200,-13.9,2,-27.2,-8.76,NORMAL
RIOX,2025-12-29,-10.69,DOWN,2_day,230800,198700,-13.9,1,-25.0,-3.92,NORMAL
OKLL,2025-12-17,-18.24,DOWN,single_day,3181280,2733800,-14.1,1,24.3,-8.71,NORMAL
MSTU,2025-12-09,11.21,UP,2_day,13408154,11499600,-14.2,1,-12.7,0.58,NORMAL
IREX,2025-12-19,23.6,UP,single_day,1781780,1521200,-14.6,2,6.9,-5.3,NORMAL
LABX,2025-12-05,11.8,UP,single_day,1086580,926800,-14.7,2,210.3,-1.15,STEADY_INCREASE
QBTX,2025-12-19,16.12,UP,single_day,1355880,1156900,-14.7,1,19.0,-1.86,NORMAL
WULX,2025-12-17,-21.8,DOWN,single_day,268620,229100,-14.7,2,48.9,-9.23,STEADY_INCREASE
BEX,2025-12-05,33.15,UP,2_day,671300,570600,-15.0,2,19.2,4.75,NORMAL
ASTX,2025-12-26,-16.12,DOWN,single_day,2115200,1796900,-15.0,3,70.3,9.65,BUILDING_MOMENTUM
QUBX,2025-12-19,11.19,UP,single_day,265720,225900,-15.0,2,46.3,-7.3,STEADY_INCREASE
ASTX,2026-01-08,11.26,UP,single_day,2843660,2417700,-15.0,3,64.2,9.3,BUILDING_MOMENTUM
BULG,2025-12-15,-11.81,DOWN,single_day,319700,271500,-15.1,2,23.0,-2.99,NORMAL
CCUP,2025-12-12,-11.35,DOWN,single_day,1427920,1207000,-15.5,2,-7.4,1.68,NORMAL
NAIL,2025-12-11,11.54,UP,2_day,1326540,1119800,-15.6,3,57.2,-0.78,BUILDING_MOMENTUM
QUBX,2025-12-16,-13.6,DOWN,2_day,213000,179300,-15.8,3,-13.4,-9.4,NORMAL
CIFU,2026-01-07,-15.69,DOWN,single_day,160140,134600,-15.9,3,45.1,9.52,BUILDING_MOMENTUM
BMNU,2025-12-26,-11.02,DOWN,2_day,37864980,31861500,-15.9,0,-36.6,1.66,NORMAL
NVDU,2025-12-22,11.09,UP,2_day,486520,407800,-16.2,2,75.5,1.33,STEADY_INCREASE
NEBX,2025-12-12,-13.89,DOWN,single_day,833720,698500,-16.2,2,-0.4,-2.05,NORMAL
ASTX,2025-12-17,-18.78,DOWN,single_day,1884580,1574400,-16.5,1,33.9,-6.55,STEADY_INCREASE
USD,2025-12-15,-11.88,DOWN,2_day,887740,739700,-16.7,3,44.9,-3.03,BUILDING_MOMENTUM
SMUP,2025-12-10,-11.01,DOWN,2_day,1603000,1332000,-16.9,1,-12.8,3.35,NORMAL
QBTX,2025-12-24,-11.7,DOWN,single_day,1728700,1436600,-16.9,2,5.2,11.33,NORMAL
CRWU,2025-12-16,-22.54,DOWN,2_day,1451320,1205100,-17.0,3,29.5,-10.87,BUILDING_MOMENTUM
LABX,2025-12-15,-33.75,DOWN,2_day,1039920,860900,-17.2,2,15.3,-7.86,NORMAL
CWVX,2025-12-22,51.23,UP,2_day,2416460,1992200,-17.6,2,29.6,8.12,NORMAL
AGQ,2026-01-12,13.58,UP,single_day,7655880,6298345,-17.7,1,-28.2,2.46,NORMAL
NEBX,2025-12-22,42.37,UP,2_day,1185540,975500,-17.7,2,-1.7,5.65,NORMAL
ROBN,2026-01-07,-10.13,DOWN,2_day,627920,516500,-17.7,3,72.9,2.74,BUILDING_MOMENTUM
CRMG,2025-12-05,10.25,UP,single_day,691200,568900,-17.7,3,508.8,3.52,BUILDING_MOMENTUM
IONL,2025-12-23,11.0,UP,2_day,305140,251200,-17.7,2,-14.3,4.55,NORMAL
CRCA,2025-12-19,12.35,UP,single_day,12554860,10323500,-17.8,3,12.3,-1.03,NORMAL
MSOX,2025-12-08,-13.45,DOWN,single_day,1069000,877400,-17.9,1,14.9,0.2,NORMAL
AVGX,2026-01-12,11.84,UP,2_day,858760,704492,-18.0,1,-27.2,0.19,NORMAL
ORCX,2025-12-22,20.85,UP,2_day,6713920,5478200,-18.4,2,50.2,2.13,STEADY_INCREASE
OPEX,2025-12-05,-10.45,DOWN,single_day,231240,188400,-18.5,2,-25.9,-0.77,NORMAL
PXIU,2026-01-09,-10.09,DOWN,single_day,457160,372500,-18.5,2,-13.7,8.97,NORMAL
LABX,2026-01-12,12.24,UP,single_day,1408580,1145945,-18.6,1,-44.3,-1.31,NORMAL
BMNU,2025-12-23,-10.75,DOWN,2_day,45240760,36777400,-18.7,2,0.3,-0.22,NORMAL
PILL,2025-12-22,10.44,UP,2_day,90840,73800,-18.8,3,11.6,0.07,NORMAL
WULX,2025-12-18,-22.13,DOWN,2_day,273760,221900,-18.9,2,-51.2,-14.69,NORMAL
NVTX,2025-12-12,-12.62,DOWN,single_day,119280,96600,-19.0,2,38.3,-1.55,STEADY_INCREASE
AVL,2025-12-16,-10.67,DOWN,2_day,1364300,1101800,-19.2,3,393.7,-8.32,BUILDING_MOMENTUM
CCUP,2025-12-09,11.37,UP,single_day,1982760,1599800,-19.3,1,-26.3,4.44,NORMAL
MULL,2026-01-12,11.14,UP,2_day,367940,296707,-19.4,2,-4.1,5.25,NORMAL
CLSX,2025-12-31,-11.18,DOWN,2_day,408980,329300,-19.5,1,-33.6,-5.12,NORMAL
MULL,2025-12-22,22.61,UP,2_day,451600,362900,-19.6,2,170.0,5.96,STEADY_INCREASE
BMNU,2025-12-11,-10.04,DOWN,single_day,37555440,30174200,-19.7,1,-8.4,5.69,NORMAL
CRWG,2025-12-26,-10.05,DOWN,2_day,20538860,16474400,-19.8,1,-24.9,8.75,NORMAL
IONL,2025-12-19,11.38,UP,2_day,287240,230100,-19.9,2,22.1,-3.58,NORMAL
CLSX,2025-12-09,13.52,UP,single_day,604080,484100,-19.9,1,-4.5,1.03,NORMAL
UVIX,2025-12-19,-13.93,DOWN,2_day,33692240,26951100,-20.0,2,4.8,-1.04,DRY_UP
BMNU,2025-12-22,17.88,UP,2_day,48642360,38856700,-20.1,2,7.0,1.06,DRY_UP
BMNG,2025-12-05,-12.01,DOWN,single_day,3476640,2767700,-20.4,3,28.6,5.14,BUILDING_MOMENTUM
QPUX,2025-12-18,-10.66,DOWN,2_day,222700,177100,-20.5,3,56.9,-8.44,BUILDING_MOMENTUM
AGQ,2026-01-02,-10.72,DOWN,2_day,8844700,7033200,-20.5,3,35.6,-0.74,BUILDING_MOMENTUM
CRCG,2025-12-16,19.09,UP,single_day,11103520,8814100,-20.6,2,6.6,-7.89,DRY_UP
OKLL,2025-12-18,-14.54,DOWN,2_day,3110840,2471000,-20.6,2,-29.2,-14.39,DRY_UP
MSOX,2025-12-17,48.19,UP,2_day,5470780,4340000,-20.7,2,534.5,34.11,STEADY_INCREASE
AVL,2026-01-12,11.89,UP,2_day,626720,497040,-20.7,1,-31.2,0.2,DRY_UP
AGQ,2026-01-08,-11.04,DOWN,2_day,8501880,6737200,-20.8,2,2.2,5.37,DRY_UP
ASTX,2025-12-29,-17.42,DOWN,2_day,2231940,1766200,-20.9,2,17.7,-1.81,DRY_UP
BEX,2025-12-11,15.25,UP,single_day,793000,626500,-21.0,2,30.2,-7.54,STEADY_INCREASE
IONX,2025-12-24,-14.54,DOWN,2_day,2222280,1753000,-21.1,1,-1.4,5.93,DRY_UP
ROBN,2026-01-08,-10.44,DOWN,2_day,657400,517500,-21.3,2,11.7,1.95,DRY_UP
RGTU,2025-12-17,-12.04,DOWN,single_day,450240,354500,-21.3,0,-33.2,-4.28,DRY_UP
QBTX,2025-12-10,-10.41,DOWN,2_day,1169620,919900,-21.4,2,-16.5,6.54,DRY_UP
BAIG,2025-12-29,-13.02,DOWN,2_day,306540,240700,-21.5,1,-57.6,-4.09,DRY_UP
TEMT,2025-12-12,-12.1,DOWN,2_day,225540,176900,-21.6,2,-27.8,-2.0,DRY_UP
NUGT,2026-01-06,15.09,UP,2_day,709260,556400,-21.6,1,-24.0,1.38,DRY_UP
IONX,2026-01-06,17.16,UP,2_day,2308580,1810000,-21.6,2,-16.1,3.48,DRY_UP
APLX,2025-12-22,31.92,UP,2_day,529860,413100,-22.0,3,39.5,10.67,BUILDING_MOMENTUM
XXRP,2026-01-07,-12.4,DOWN,2_day,2160080,1685000,-22.0,2,72.4,10.54,STEADY_INCREASE
RGTX,2025-12-19,10.51,UP,2_day,2520060,1963700,-22.1,2,-0.3,-6.06,DRY_UP
CCUP,2025-12-19,12.42,UP,single_day,1293020,1007500,-22.1,1,-2.4,-1.09,DRY_UP
CRWG,2025-12-23,-10.46,DOWN,single_day,24174620,18805000,-22.2,2,7.5,11.21,DRY_UP
CRCG,2025-12-24,-10.51,DOWN,2_day,7303820,5674100,-22.3,2,3.3,2.44,DRY_UP
ETHT,2025-12-19,15.25,UP,single_day,1832820,1423400,-22.3,1,-20.1,-5.1,DRY_UP
RGTU,2025-12-11,-10.19,DOWN,2_day,605620,470700,-22.3,1,-16.6,-6.7,DRY_UP
OPEX,2025-12-12,-13.57,DOWN,single_day,280740,217800,-22.4,3,70.1,-0.85,BUILDING_MOMENTUM
RGTX,2026-01-06,14.38,UP,2_day,2912300,2258400,-22.5,2,-3.1,5.63,DRY_UP
QUBX,2025-12-29,-15.51,DOWN,2_day,234560,181600,-22.6,2,-38.3,-0.61,DRY_UP
ETHT,2025-12-22,13.6,UP,2_day,1672140,1292900,-22.7,1,17.9,1.23,DRY_UP
IONX,2025-12-10,-10.05,DOWN,single_day,1852280,1429700,-22.8,1,-31.6,5.95,DRY_UP
CRCG,2025-12-19,12.0,UP,single_day,9986300,7708200,-22.8,0,-42.4,-1.0,DRY_UP
RGTU,2025-12-19,11.08,UP,2_day,368040,283700,-22.9,2,-23.6,-5.8,DRY_UP
RGTU,2025-12-15,-17.53,DOWN,single_day,521800,402100,-22.9,1,2.4,-4.54,DRY_UP
QPUX,2025-12-10,-11.0,DOWN,single_day,235740,181400,-23.1,1,-33.1,5.42,DRY_UP
MSOX,2026-01-06,-12.2,DOWN,2_day,1742920,1337800,-23.2,2,-22.2,1.42,DRY_UP
FIGG,2025-12-17,13.16,UP,2_day,288660,221100,-23.4,3,42.2,-4.42,BUILDING_MOMENTUM
ETHU,2025-12-19,15.35,UP,single_day,8321220,6373000,-23.4,2,6.9,-5.04,DRY_UP
MSOX,2025-12-31,10.62,UP,2_day,2095080,1598000,-23.7,2,-45.3,0.36,DRY_UP
NVTX,2025-12-19,12.09,UP,single_day,107420,82000,-23.7,3,-1.8,-7.58,DRY_UP
XRPT,2025-12-19,11.57,UP,single_day,2525420,1923800,-23.8,3,2.3,-5.11,DRY_UP
WULX,2025-12-09,15.58,UP,2_day,201460,153400,-23.9,2,-48.0,2.53,DRY_UP
JNUG,2026-01-06,15.72,UP,2_day,292700,221800,-24.2,2,-28.5,1.53,DRY_UP
NVOX,2025-12-17,-10.26,DOWN,2_day,536640,403000,-24.9,2,-42.4,-0.2,DRY_UP
BULG,2026-01-06,11.45,UP,2_day,378100,283200,-25.1,2,47.2,3.06,STEADY_INCREASE
IONX,2025-12-19,11.08,UP,2_day,2101420,1570500,-25.3,2,3.0,-3.67,DRY_UP
CCUP,2026-01-05,14.52,UP,2_day,629500,469600,-25.4,2,-45.1,1.32,DRY_UP
ASMG,2026-01-09,12.9,UP,single_day,182320,136000,-25.4,1,-45.6,1.41,DRY_UP
RGTX,2025-12-10,-14.92,DOWN,single_day,3860540,2881500,-25.4,1,-19.6,4.54,DRY_UP
RDTL,2025-12-15,-12.58,DOWN,2_day,304380,226000,-25.8,2,-4.0,-2.68,DRY_UP
AVGG,2025-12-16,-10.6,DOWN,2_day,597660,443300,-25.8,3,601.3,-8.47,BUILDING_MOMENTUM
AGQ,2025-12-22,10.74,UP,2_day,3954280,2932900,-25.8,2,51.8,2.6,STEADY_INCREASE
BEX,2025-12-15,-11.71,DOWN,single_day,806680,597400,-25.9,2,62.2,-7.46,STEADY_INCREASE
OPEX,2025-12-17,-17.59,DOWN,single_day,282560,208800,-26.1,1,-38.0,-2.06,DRY_UP
INTW,2025-12-12,-14.32,DOWN,2_day,575540,424700,-26.2,1,-42.8,-2.35,DRY_UP
RDTL,2025-12-08,12.54,UP,2_day,507600,374700,-26.2,2,-40.2,2.33,DRY_UP
OKLL,2025-12-30,-13.43,DOWN,2_day,2418920,1777200,-26.5,2,-31.9,-5.97,DRY_UP
AMDL,2025-12-15,-12.51,DOWN,2_day,7417920,5443200,-26.6,3,5.8,-2.36,DRY_UP
IRE,2025-12-17,-15.4,DOWN,single_day,20419680,14965000,-26.7,2,96.7,-8.83,STEADY_INCREASE
NVTX,2025-12-05,17.75,UP,2_day,95980,70300,-26.8,2,1.7,3.92,DRY_UP
MSTU,2025-12-05,-10.08,DOWN,2_day,16561404,12090700,-27.0,2,-14.6,2.43,DRY_UP
SOFX,2025-12-08,-13.63,DOWN,2_day,644260,470600,-27.0,3,71.6,-2.12,BUILDING_MOMENTUM
AMDG,2025-12-22,13.9,UP,2_day,84960,61900,-27.1,3,145.6,1.53,BUILDING_MOMENTUM
IRE,2026-01-07,-18.44,DOWN,2_day,14637120,10649900,-27.2,2,138.6,9.83,STEADY_INCREASE
SMU,2025-12-18,-15.91,DOWN,2_day,1655960,1204000,-27.3,2,-25.2,-13.88,DRY_UP
CRWU,2025-12-09,10.12,UP,single_day,1247320,902300,-27.7,2,78.5,6.46,STEADY_INCREASE
HOOX,2025-12-15,-13.27,DOWN,2_day,262600,189200,-28.0,2,83.4,-6.43,STEADY_INCREASE
CRWU,2025-12-23,-10.76,DOWN,single_day,2349820,1688700,-28.1,4,121.2,11.18,BUILDING_MOMENTUM
QUBX,2025-12-23,13.65,UP,2_day,304320,217800,-28.4,2,-2.9,4.7,DRY_UP
NEBX,2025-12-29,-11.24,DOWN,2_day,744840,532400,-28.5,1,-51.5,-1.01,DRY_UP
MULL,2026-01-09,10.76,UP,single_day,387900,275700,-28.9,2,19.0,2.1,DRY_UP
IONL,2025-12-24,-14.56,DOWN,2_day,297140,211000,-29.0,1,-11.4,6.05,DRY_UP
APLX,2026-01-12,39.01,UP,2_day,818000,578543,-29.3,2,81.8,11.72,STEADY_INCREASE
IREX,2025-12-30,-10.02,DOWN,2_day,1323620,934000,-29.4,2,-36.4,-3.27,DRY_UP
RDTL,2025-12-12,-11.49,DOWN,2_day,398080,280900,-29.4,2,-48.6,-0.17,DRY_UP
QUBX,2025-12-12,-12.36,DOWN,single_day,269360,189900,-29.5,1,-38.0,-0.14,DRY_UP
NVDL,2025-12-22,11.01,UP,2_day,9373240,6595300,-29.6,2,22.6,1.34,DRY_UP
MULL,2025-12-09,13.03,UP,2_day,252880,178100,-29.6,3,3.0,1.68,DRY_UP
HIMZ,2025-12-11,-10.66,DOWN,2_day,4716100,3294900,-30.1,2,-31.1,-2.76,DRY_UP
CRCA,2026-01-07,-10.24,DOWN,2_day,7982900,5556600,-30.4,2,102.0,2.97,STEADY_INCREASE
ETU,2025-12-22,13.34,UP,2_day,197900,137300,-30.6,1,46.1,1.28,STEADY_INCREASE
BAIG,2025-12-26,-10.16,DOWN,single_day,335720,232300,-30.8,1,-46.8,3.8,DRY_UP
WULX,2025-12-22,15.4,UP,2_day,197200,136400,-30.8,1,21.6,0.14,DRY_UP
SMUP,2025-12-18,-15.64,DOWN,2_day,1274960,881200,-30.9,1,-9.7,-14.11,DRY_UP
RIOX,2025-12-19,16.99,UP,single_day,362740,250800,-30.9,2,-23.1,-6.36,DRY_UP
RKLX,2026-01-12,11.95,UP,2_day,2919880,2015990,-31.0,1,-16.5,4.28,DRY_UP
LCDL,2025-12-15,-11.66,DOWN,single_day,231400,159300,-31.2,2,-27.1,-0.71,DRY_UP
CIFU,2025-12-26,-12.51,DOWN,single_day,150280,102900,-31.5,1,-22.5,4.27,DRY_UP
BMNG,2025-12-26,-10.59,DOWN,2_day,6727500,4611300,-31.5,1,7.2,1.81,DRY_UP
RIOX,2026-01-12,15.05,UP,single_day,510500,349272,-31.6,1,-37.1,1.65,DRY_UP
QPUX,2025-12-19,10.56,UP,single_day,228080,155900,-31.6,2,-30.0,-4.82,DRY_UP
IRE,2025-12-19,23.63,UP,single_day,21003880,14370700,-31.6,1,-36.8,-5.3,DRY_UP
RKLX,2025-12-26,-16.74,DOWN,single_day,3059520,2090700,-31.7,2,-18.3,13.37,DRY_UP
BAIG,2025-12-16,-16.26,DOWN,2_day,441780,300200,-32.0,3,9.4,-5.7,DRY_UP
BULG,2026-01-02,10.56,UP,single_day,320540,217400,-32.2,3,186.8,-3.97,BUILDING_MOMENTUM
WULX,2025-12-19,16.36,UP,single_day,275740,185900,-32.6,1,-55.7,-10.1,DRY_UP
RIOX,2025-12-16,-23.65,DOWN,2_day,409620,275300,-32.8,2,19.2,-6.12,DRY_UP
AVGX,2025-12-16,-10.37,DOWN,2_day,2347400,1576700,-32.8,2,373.3,-8.51,STEADY_INCREASE
TECL,2025-12-15,-11.32,DOWN,2_day,1232080,825000,-33.0,2,200.1,-2.04,STEADY_INCREASE
BMNG,2025-12-08,10.33,UP,single_day,3545360,2371500,-33.1,2,-0.7,8.44,DRY_UP
APLX,2025-12-26,-13.78,DOWN,single_day,421420,281600,-33.2,1,-58.1,4.42,DRY_UP
TECL,2025-12-19,11.2,UP,2_day,1304300,867800,-33.5,2,-15.4,-1.1,DRY_UP
FIGG,2025-12-22,11.03,UP,2_day,237360,157600,-33.6,1,-36.3,5.97,DRY_UP
IRE,2025-12-18,11.66,UP,single_day,20791220,13802000,-33.6,2,25.4,-12.54,DRY_UP
JOBX,2026-01-08,-12.74,DOWN,2_day,201600,133300,-33.9,2,110.2,8.69,STEADY_INCREASE
MSOX,2025-12-23,-10.58,DOWN,2_day,6352800,4191000,-34.0,1,49.7,-15.49,STEADY_INCREASE
SMU,2025-12-16,-14.11,DOWN,2_day,1689960,1115500,-34.0,2,33.9,-9.51,STEADY_INCREASE
APPX,2025-12-15,-12.01,DOWN,2_day,465560,307100,-34.0,2,-28.4,-1.16,DRY_UP
RKLX,2025-12-09,17.9,UP,2_day,1178760,777300,-34.1,3,86.4,10.68,BUILDING_MOMENTUM
DJTU,2025-12-30,-16.44,DOWN,2_day,2099360,1381500,-34.2,2,-46.9,-4.69,DRY_UP
SOFX,2025-12-15,-10.67,DOWN,single_day,445000,291600,-34.5,2,-28.4,-0.66,DRY_UP
PXIU,2025-12-18,-18.1,DOWN,2_day,153420,100000,-34.8,2,-15.7,-11.96,DRY_UP
ASTX,2025-12-18,12.93,UP,single_day,1863720,1213200,-34.9,1,-5.8,-14.87,DRY_UP
